group,method,run_name,train_size,seed,run_dir,id_accuracy,id_auroc,far_ood_mutual_information,far_ood_logit_variance_sum,far_ood_expected_pairwise_kl,far_ood_softmax_variance_sum,near_ood_mutual_information,near_ood_logit_variance_sum,near_ood_expected_pairwise_kl,near_ood_softmax_variance_sum,far_ood_predictive_entropy,far_ood_one_minus_max_softmax,near_ood_predictive_entropy,near_ood_one_minus_max_softmax,long_tail_mutual_information,long_tail_logit_variance_sum,long_tail_expected_pairwise_kl,long_tail_softmax_variance_sum,long_tail_predictive_entropy,long_tail_one_minus_max_softmax
data_eff,ensemble,pneumonia_ensemble_n100,100.0,0,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n100/20260704_155631,0.8317307692307693,0.9332895025202718,0.7635002323507145,,,0.7619089110246666,0.18305517875738092,,,0.18268464552846936,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n100,100.0,1,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n100/20260704_155713,0.5208333333333334,0.9155818540433925,0.7686953319991905,,,0.7781936043591992,0.39320917743335904,,,0.3753929788618027,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n100,100.0,2,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n100/20260704_160324,0.4182692307692308,0.9192636423405655,0.8208205915199485,,,0.8001395041186038,0.10734371529490497,,,0.10501455270270661,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n100,100.0,3,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n100/20260704_160342,0.38621794871794873,0.9185733070348455,0.48407296749338546,,,0.5031971645717627,0.20670872924184602,,,0.10014786173345908,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n100,100.0,4,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n100/20260704_160754,0.8605769230769231,0.9273504273504274,0.35885958896409054,,,0.35653467647036785,0.7806564978033927,,,0.7823312665322453,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n1000,1000.0,0,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n1000/20260704_161022,0.8942307692307693,0.9794707429322814,0.9612798776785916,,,0.9567598130701024,0.8467180518416596,,,0.8407712211289666,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n1000,1000.0,1,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n1000/20260704_161438,0.9102564102564102,0.9759149682226606,0.920203925228041,,,0.9229729273941492,0.855813671319493,,,0.8567930761442405,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n1000,1000.0,2,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n1000/20260704_161617,0.905448717948718,0.9764299802761341,0.7254631087026585,,,0.7296121616861166,0.8098316739790752,,,0.8314915294328051,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n1000,1000.0,3,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n1000/20260704_162203,0.8958333333333334,0.9802432610124917,0.7421478575015552,,,0.7431756346547344,0.8892966061481924,,,0.8941026758800131,,,,,,,,,,
data_eff,ensemble,pneumonia_ensemble_n1000,1000.0,4,/vol/miltank/users/ahra/robustness-of-bayesian-deep-learning-for-uncertainty-quantification/outputs/pneumonia_ensemble_n1000/20260704_162323,0.9006410256410257,0.9772846811308351,0.8957045098524198,,,0.8937534196778572,0.9310201531134707,,,0.9241219520813684,,,,,,,,,,
